         259169 function calls (254411 primitive calls) in 3.619 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 error.py:45(YAMLError)
        1    0.000    0.000    0.000    0.000 error.py:48(MarkedYAMLError)
        1    0.000    0.000    0.000    0.000 evaluate.py:149(Assignment)
        1    0.003    0.003    0.013    0.013 evaluate.py:15(<module>)
        1    0.000    0.000    0.000    0.000 evaluate.py:275(Model)
        1    0.000    0.000    0.000    0.000 evaluate.py:31(Error)
        1    0.000    0.000    0.000    0.000 evaluate.py:33(Undefined)
        1    0.000    0.000    0.000    0.000 evaluate.py:96(Valuation)
        1    0.000    0.000    0.000    0.000 events.py:15(NodeEvent)
        1    0.000    0.000    0.000    0.000 events.py:21(CollectionStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:31(CollectionEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:36(StreamStartEvent)
        1    0.001    0.001    0.001    0.001 events.py:4(<module>)
        1    0.000    0.000    0.000    0.000 events.py:4(Event)
        1    0.000    0.000    0.000    0.000 events.py:42(StreamEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:45(DocumentStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:54(DocumentEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:61(AliasEvent)
        1    0.000    0.000    0.000    0.000 events.py:64(ScalarEvent)
        1    0.000    0.000    0.000    0.000 events.py:75(SequenceStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:78(SequenceEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:81(MappingStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:84(MappingEndEvent)
        1    0.001    0.001    2.354    2.354 example.py:12(main)
        1    0.001    0.001    3.630    3.630 example.py:5(<module>)
        1    0.001    0.001    0.001    0.001 exceptions.py:10(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(RequestException)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(PoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:22(ConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:22(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:26(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(DecodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(Timeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(MaxRetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(URLRequired)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(MissingSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:44(HostChangedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(InvalidSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:50(InvalidURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(TimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:60(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:65(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:70(LocationParseError)
        1    0.001    0.001    0.001    0.001 exceptions.py:9(<module>)
        1    0.001    0.001    0.002    0.002 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1415(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1427(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1481(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:222(_fromnxfunction)
        9    0.000    0.000    0.001    0.000 extras.py:239(__init__)
        9    0.000    0.000    0.001    0.000 extras.py:243(getdoc)
        1    0.000    0.000    0.000    0.000 featstruct.py:102(FeatStruct)
        1    0.000    0.000    0.000    0.000 featstruct.py:1227(_UnificationFailure)
        1    0.000    0.000    0.000    0.000 featstruct.py:1340(_UnificationFailureError)
        1    0.000    0.000    0.000    0.000 featstruct.py:1666(SubstituteBindingsSequence)
        1    0.000    0.000    0.000    0.000 featstruct.py:1685(FeatureValueTuple)
        1    0.000    0.000    0.000    0.000 featstruct.py:1696(FeatureValueSet)
        1    0.000    0.000    0.000    0.000 featstruct.py:1710(FeatureValueUnion)
        1    0.000    0.000    0.000    0.000 featstruct.py:1738(FeatureValueConcat)
        1    0.000    0.000    0.000    0.000 featstruct.py:1779(Feature)
        2    0.000    0.000    0.000    0.000 featstruct.py:1784(__init__)
        1    0.000    0.000    0.000    0.000 featstruct.py:1840(SlashFeature)
        1    0.000    0.000    0.002    0.002 featstruct.py:1844(RangeFeature)
        1    0.000    0.000    0.000    0.000 featstruct.py:1865(CustomFeatureValue)
        1    0.000    0.000    0.025    0.025 featstruct.py:1898(FeatStructParser)
       15    0.000    0.000    0.000    0.000 featstruct.py:545(_check_frozen)
        1    0.000    0.000    0.000    0.000 featstruct.py:564(FeatDict)
        1    0.000    0.000    0.000    0.000 featstruct.py:869(FeatList)
        1    0.002    0.002    0.068    0.068 featstruct.py:90(<module>)
        1    0.001    0.001    0.001    0.001 featurechart.py:13(<module>)
        1    0.000    0.000    0.000    0.000 featurechart.py:149(FeatureChart)
        1    0.000    0.000    0.000    0.000 featurechart.py:230(FeatureFundamentalRule)
        1    0.000    0.000    0.000    0.000 featurechart.py:284(FeatureSingleEdgeFundamentalRule)
        1    0.000    0.000    0.000    0.000 featurechart.py:314(FeatureTopDownInitRule)
        1    0.000    0.000    0.000    0.000 featurechart.py:321(FeatureTopDownPredictRule)
        1    0.000    0.000    0.000    0.000 featurechart.py:35(FeatureTreeEdge)
        1    0.000    0.000    0.000    0.000 featurechart.py:374(FeatureBottomUpPredictRule)
        1    0.000    0.000    0.000    0.000 featurechart.py:386(FeatureBottomUpPredictCombineRule)
        1    0.000    0.000    0.000    0.000 featurechart.py:410(FeatureEmptyPredictRule)
        1    0.000    0.000    0.000    0.000 featurechart.py:436(FeatureChartParser)
        1    0.000    0.000    0.000    0.000 featurechart.py:448(FeatureTopDownChartParser)
        1    0.000    0.000    0.000    0.000 featurechart.py:452(FeatureBottomUpChartParser)
        1    0.000    0.000    0.000    0.000 featurechart.py:456(FeatureBottomUpLeftCornerChartParser)
        1    0.000    0.000    0.000    0.000 featurechart.py:465(InstantiateVarsChart)
        1    0.001    0.001    0.001    0.001 fftpack.py:32(<module>)
        1    0.008    0.008    0.079    0.079 filepost.py:7(<module>)
        1    0.001    0.001    0.964    0.964 filter.py:3(<module>)
        1    0.000    0.000    0.000    0.000 filter.py:5(Filter)
        1    0.018    0.018    0.060    0.060 filter.py:6(frequency)
        1    0.000    0.000    0.000    0.000 financial.py:8(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 format.py:136(<module>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2(<module>)
        2    0.004    0.002    0.008    0.004 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:1753(vectorize)
      262    0.022    0.000    0.028    0.000 function_base.py:3181(add_newdoc)
        9    0.000    0.000    0.000    0.000 functools.py:17(update_wrapper)
        9    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        1    0.000    0.000    0.000    0.000 gaac.py:17(GAAClusterer)
        1    0.000    0.000    0.000    0.000 gaac.py:8(<module>)
        6    0.000    0.000    0.000    0.000 genericpath.py:15(exists)
        1    0.000    0.000    0.000    0.000 getlimits.py:184(iinfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:2(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:22(finfo)
        2    0.000    0.000    0.000    0.000 getlimits.py:234(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:259(max)
        1    0.000    0.000    0.001    0.001 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glue.py:110(GlueDict)
        1    0.000    0.000    0.000    0.000 glue.py:29(GlueFormula)
        1    0.000    0.000    0.000    0.000 glue.py:408(Glue)
        1    0.000    0.000    0.000    0.000 glue.py:573(DrtGlueFormula)
        1    0.000    0.000    0.000    0.000 glue.py:600(DrtGlueDict)
        1    0.000    0.000    0.000    0.000 glue.py:604(DrtGlue)
        1    0.001    0.001    0.107    0.107 glue.py:9(<module>)
       58    0.000    0.000    0.000    0.000 grammar.py:101(__init__)
        2    0.000    0.000    0.013    0.007 grammar.py:1082(parse_pcfg)
       31    0.002    0.000    0.005    0.000 grammar.py:1134(parse_production)
        2    0.000    0.000    0.006    0.003 grammar.py:1189(parse_grammar)
      164    0.000    0.000    0.000    0.000 grammar.py:121(__eq__)
       58    0.000    0.000    0.001    0.000 grammar.py:1241(standard_nonterm_parser)
      770    0.000    0.000    0.000    0.000 grammar.py:151(__hash__)
        1    0.000    0.000    0.000    0.000 grammar.py:205(FeatStructNonterminal)
      144    0.000    0.000    0.000    0.000 grammar.py:214(is_nonterminal)
       52    0.000    0.000    0.000    0.000 grammar.py:226(is_terminal)
        1    0.000    0.000    0.000    0.000 grammar.py:240(Production)
       40    0.000    0.000    0.001    0.000 grammar.py:260(__init__)
      162    0.000    0.000    0.000    0.000 grammar.py:276(lhs)
       40    0.000    0.000    0.000    0.000 grammar.py:284(rhs)
      200    0.000    0.000    0.000    0.000 grammar.py:292(__len__)
       80    0.000    0.000    0.001    0.000 grammar.py:300(is_nonlexical)
       68    0.000    0.000    0.001    0.000 grammar.py:308(is_lexical)
        1    0.000    0.000    0.000    0.000 grammar.py:361(DependencyProduction)
        1    0.000    0.000    0.000    0.000 grammar.py:378(WeightedProduction)
       40    0.000    0.000    0.001    0.000 grammar.py:389(__init__)
       25    0.000    0.000    0.000    0.000 grammar.py:414(__hash__)
        1    0.000    0.000    0.000    0.000 grammar.py:421(ContextFreeGrammar)
        2    0.000    0.000    0.007    0.003 grammar.py:430(__init__)
       42    0.000    0.000    0.000    0.000 grammar.py:445(<genexpr>)
        2    0.001    0.000    0.002    0.001 grammar.py:451(_calculate_indexes)
        2    0.001    0.000    0.003    0.002 grammar.py:476(_calculate_leftcorners)
       19    0.000    0.000    0.000    0.000 grammar.py:478(<genexpr>)
       19    0.000    0.000    0.000    0.000 grammar.py:479(<genexpr>)
        2    0.000    0.000    0.000    0.000 grammar.py:517(productions)
        2    0.000    0.000    0.002    0.001 grammar.py:618(_calculate_grammar_forms)
       42    0.000    0.000    0.000    0.000 grammar.py:626(<genexpr>)
       42    0.000    0.000    0.000    0.000 grammar.py:627(<genexpr>)
        1    0.001    0.001    0.028    0.028 grammar.py:70(<module>)
        1    0.000    0.000    0.000    0.000 grammar.py:701(FeatureGrammar)
        1    0.000    0.000    0.000    0.000 grammar.py:818(FeatureValueType)
        1    0.000    0.000    0.000    0.000 grammar.py:83(Nonterminal)
        1    0.000    0.000    0.000    0.000 grammar.py:834(DependencyGrammar)
        1    0.000    0.000    0.000    0.000 grammar.py:913(StatisticalDependencyGrammar)
        1    0.000    0.000    0.000    0.000 grammar.py:964(WeightedGrammar)
        2    0.000    0.000    0.008    0.004 grammar.py:985(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:36(GzipFile)
        1    0.000    0.000    0.001    0.001 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 handler.py:10(<module>)
        1    0.000    0.000    0.000    0.000 handler.py:208(DTDHandler)
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 handler.py:223(EntityResolver)
        1    0.000    0.000    0.000    0.000 handler.py:47(ContentHandler)
        1    0.001    0.001    0.001    0.001 hashlib.py:55(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:94(__get_openssl_constructor)
        1    0.002    0.002    0.002    0.002 heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 help.py:10(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:3(<module>)
        1    0.013    0.013    0.016    0.016 hermite.py:50(<module>)
        1    0.014    0.014    0.017    0.017 hermite_e.py:50(<module>)
        1    0.000    0.000    0.000    0.000 hex_codec.py:27(hex_decode)
        1    0.000    0.000    0.000    0.000 hex_codec.py:45(Codec)
        1    0.000    0.000    0.000    0.000 hex_codec.py:52(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 hex_codec.py:57(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 hex_codec.py:62(StreamWriter)
        1    0.000    0.000    0.000    0.000 hex_codec.py:65(StreamReader)
        1    0.000    0.000    0.000    0.000 hex_codec.py:70(getregentry)
        1    0.000    0.000    0.000    0.000 hex_codec.py:8(<module>)
        1    0.000    0.000    0.000    0.000 hmac.py:20(HMAC)
        1    0.001    0.001    0.001    0.001 hmac.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hmm.py:1053(HiddenMarkovModelTaggerTransform)
        1    0.000    0.000    0.000    0.000 hmm.py:1062(LambdaTransform)
        1    0.000    0.000    0.000    0.000 hmm.py:1078(IdentityTransform)
        1    0.001    0.001    0.001    0.001 hmm.py:69(<module>)
        1    0.000    0.000    0.000    0.000 hmm.py:799(HiddenMarkovModelTrainer)
        1    0.000    0.000    0.000    0.000 hmm.py:95(HiddenMarkovModelTagger)
        1    0.000    0.000    0.000    0.000 hooks.py:26(<module>)
       10    0.000    0.000    0.000    0.000 hooks.py:32(dispatch_hook)
        1    0.001    0.001    0.001    0.001 htmlentitydefs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 httplib.py:1048(HTTP)
        1    0.000    0.000    0.000    0.000 httplib.py:1144(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 httplib.py:1149(__init__)
        1    0.000    0.000    0.000    0.000 httplib.py:1169(HTTPS)
        1    0.000    0.000    0.000    0.000 httplib.py:1202(HTTPException)
        1    0.000    0.000    0.000    0.000 httplib.py:1207(NotConnected)
        1    0.000    0.000    0.000    0.000 httplib.py:1210(InvalidURL)
        1    0.000    0.000    0.000    0.000 httplib.py:1213(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 httplib.py:1218(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 httplib.py:1221(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 httplib.py:1224(IncompleteRead)
        1    0.000    0.000    0.000    0.000 httplib.py:1238(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 httplib.py:1241(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 httplib.py:1244(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 httplib.py:1247(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 httplib.py:1250(BadStatusLine)
        1    0.000    0.000    0.000    0.000 httplib.py:1257(LineTooLong)
        1    0.000    0.000    0.000    0.000 httplib.py:1265(LineAndFileWrapper)
        1    0.000    0.000    0.000    0.000 httplib.py:218(HTTPMessage)
       39    0.000    0.000    0.000    0.000 httplib.py:220(addheader)
        2    0.001    0.000    0.003    0.002 httplib.py:234(readheaders)
        1    0.000    0.000    0.000    0.000 httplib.py:325(HTTPResponse)
        2    0.000    0.000    0.000    0.000 httplib.py:335(__init__)
        2    0.000    0.000    0.789    0.394 httplib.py:363(_read_status)
        2    0.000    0.000    0.793    0.396 httplib.py:400(begin)
        2    0.000    0.000    0.000    0.000 httplib.py:486(_check_close)
        3    0.000    0.000    0.000    0.000 httplib.py:516(close)
        4    0.000    0.000    0.000    0.000 httplib.py:521(isclosed)
        4    0.000    0.000    0.006    0.002 httplib.py:532(read)
        2    0.000    0.000    0.000    0.000 httplib.py:662(getheaders)
        1    0.000    0.000    0.000    0.000 httplib.py:669(HTTPConnection)
        1    0.001    0.001    0.001    0.001 httplib.py:67(<module>)
        2    0.000    0.000    0.000    0.000 httplib.py:680(__init__)
        2    0.000    0.000    0.000    0.000 httplib.py:710(_set_hostport)
        1    0.000    0.000    0.309    0.309 httplib.py:758(connect)
        3    0.000    0.000    0.003    0.001 httplib.py:766(close)
        2    0.000    0.000    1.190    0.595 httplib.py:776(send)
       10    0.000    0.000    0.000    0.000 httplib.py:796(_output)
        2    0.000    0.000    1.190    0.595 httplib.py:803(_send_output)
        2    0.000    0.000    0.000    0.000 httplib.py:824(putrequest)
        8    0.000    0.000    0.000    0.000 httplib.py:934(putheader)
        2    0.000    0.000    1.190    0.595 httplib.py:945(endheaders)
        2    0.000    0.000    1.191    0.595 httplib.py:960(request)
        2    0.000    0.000    1.191    0.595 httplib.py:981(_send_request)
        2    0.000    0.000    0.793    0.397 httplib.py:998(getresponse)
        1    0.000    0.000    0.000    0.000 hunpos.py:13(<module>)
        1    0.000    0.000    0.000    0.000 hunpos.py:26(HunposTagger)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
       14    0.000    0.000    0.001    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 idna.py:197(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:231(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:271(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:274(StreamReader)
        1    0.000    0.000    0.000    0.000 idna.py:279(getregentry)
        1    0.002    0.002    0.018    0.018 idna.py:3(<module>)
       42    0.000    0.000    0.000    0.000 idna.py:62(ToASCII)
        1    0.000    0.000    0.000    0.000 ieer.py:22(<module>)
        1    0.000    0.000    0.000    0.000 ieer.py:45(IEERDocument)
        1    0.000    0.000    0.000    0.000 ieer.py:64(IEERCorpusReader)
        1    0.003    0.003    0.015    0.015 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:142(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:228(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:337(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:431(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:436(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:453(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:458(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:505(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:600(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:643(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:82(nd_grid)
        1    0.000    0.000    0.000    0.000 indian.py:19(<module>)
        1    0.000    0.000    0.000    0.000 indian.py:28(IndianCorpusReader)
        1    0.000    0.000    0.000    0.000 indian.py:66(IndianCorpusView)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 info.py:171(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
        5    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
        4    0.000    0.000    0.000    0.000 inspect.py:209(iscode)
        1    0.002    0.002    0.082    0.082 inspect.py:25(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:59(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:630(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:632(BlockFinder)
        5    0.000    0.000    0.000    0.000 inspect.py:67(ismethod)
        4    0.000    0.000    0.000    0.000 inspect.py:743(getargs)
        4    0.000    0.000    0.000    0.000 inspect.py:803(getargspec)
        6    0.000    0.000    0.000    0.000 inspect.py:837(strseq)
        4    0.000    0.000    0.000    0.000 inspect.py:844(formatargspec)
        1    0.000    0.000    0.000    0.000 inspect.py:846(<lambda>)
        1    0.005    0.005    0.034    0.034 internals.py:10(<module>)
        1    0.000    0.000    0.000    0.000 internals.py:194(ParseError)
       10    0.000    0.000    0.007    0.001 internals.py:30(convert_regexp_to_nongrouping)
        4    0.000    0.000    0.007    0.002 internals.py:317(_add_epytext_field)
        1    0.000    0.000    0.000    0.000 internals.py:334(deprecated)
        1    0.000    0.000    0.005    0.005 internals.py:346(decorator)
        1    0.000    0.000    0.000    0.000 internals.py:365(Deprecated)
        1    0.000    0.000    0.000    0.000 internals.py:411(Counter)
        3    0.000    0.000    0.000    0.000 internals.py:415(__init__)
       19    0.000    0.000    0.001    0.000 internals.py:50(subfunc)
        4    0.000    0.000    0.000    0.000 internals.py:603(import_from_stdlib)
        3    0.001    0.000    0.007    0.002 internals.py:623(abstract)
        1    0.000    0.000    0.000    0.000 internals.py:660(ElementWrapper)
        1    0.000    0.000    0.000    0.000 internals.py:840(is_writable)
        1    0.003    0.003    0.005    0.005 io.py:34(<module>)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 io.py:72(RawIOBase)
        1    0.000    0.000    0.000    0.000 io.py:75(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 io.py:78(TextIOBase)
        6    0.000    0.000    0.000    0.000 ipipan.py:13(_parse_args)
        1    0.000    0.000    0.000    0.000 ipipan.py:212(IPIPANCorpusView)
        1    0.000    0.000    0.000    0.000 ipipan.py:22(IPIPANCorpusReader)
        1    0.000    0.000    0.001    0.001 ipipan.py:8(<module>)
        1    0.000    0.000    0.000    0.000 isri.py:31(<module>)
        1    0.000    0.000    0.000    0.000 isri.py:36(ISRIStemmer)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.001    0.001    0.001    0.001 kmeans.py:20(KMeansClusterer)
        1    0.000    0.000    0.001    0.001 kmeans.py:8(<module>)
        1    0.000    0.000    0.000    0.000 knbc.py:10(<module>)
        1    0.000    0.000    0.000    0.000 knbc.py:22(KNBCorpusReader)
        1    0.013    0.013    0.016    0.016 laguerre.py:50(<module>)
        1    0.000    0.000    0.000    0.000 lancaster.py:11(<module>)
        1    0.000    0.000    0.000    0.000 lancaster.py:17(LancasterStemmer)
       25    0.000    0.000    0.000    0.000 lazyimport.py:123(__setattr__)
        1    0.000    0.000    0.000    0.000 lazyimport.py:16(<module>)
        1    0.000    0.000    0.000    0.000 lazyimport.py:24(LazyModule)
        5    0.000    0.000    0.000    0.000 lazyimport.py:61(__init__)
        1    0.013    0.013    0.017    0.017 legendre.py:74(<module>)
       65    0.000    0.000    0.001    0.000 lexicon.py:100(nextCategory)
       18    0.000    0.000    0.000    0.000 lexicon.py:106(parseApplication)
       40    0.000    0.000    0.000    0.000 lexicon.py:110(parseSubscripts)
       62    0.000    0.000    0.001    0.000 lexicon.py:116(parsePrimitiveCategory)
    47/44    0.001    0.000    0.003    0.000 lexicon.py:145(augParseCategory)
        2    0.001    0.000    0.004    0.002 lexicon.py:170(parseLexicon)
        1    0.000    0.000    0.000    0.000 lexicon.py:36(CCGLexicon)
        2    0.000    0.000    0.000    0.000 lexicon.py:43(__init__)
        1    0.000    0.000    0.011    0.011 lexicon.py:8(<module>)
        3    0.000    0.000    0.000    0.000 lexicon.py:83(matchBrackets)
        1    0.000    0.000    0.000    0.000 lfg.py:14(FStructure)
        1    0.000    0.000    0.000    0.000 lfg.py:9(<module>)
        1    0.000    0.000    0.002    0.002 lin.py:16(LinThesaurusCorpusReader)
        1    0.000    0.000    0.002    0.002 lin.py:8(<module>)
        1    0.001    0.001    0.001    0.001 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:37(LinAlgError)
        1    0.000    0.000    0.000    0.000 linearlogic.py:108(VariableExpression)
        1    0.000    0.000    0.000    0.000 linearlogic.py:127(ImpExpression)
        1    0.000    0.000    0.000    0.000 linearlogic.py:14(Expression)
        1    0.000    0.000    0.000    0.000 linearlogic.py:198(ApplicationExpression)
        1    0.000    0.000    0.000    0.000 linearlogic.py:24(AtomicExpression)
        1    0.000    0.000    0.000    0.000 linearlogic.py:259(BindingDict)
        1    0.000    0.000    0.000    0.000 linearlogic.py:333(VariableBindingException)
        1    0.000    0.000    0.000    0.000 linearlogic.py:335(UnificationException)
        1    0.000    0.000    0.000    0.000 linearlogic.py:339(LinearLogicApplicationException)
        1    0.000    0.000    0.000    0.000 linearlogic.py:342(Tokens)
        1    0.000    0.000    0.000    0.000 linearlogic.py:354(LinearLogicParser)
        1    0.000    0.000    0.000    0.000 linearlogic.py:87(ConstantExpression)
        1    0.001    0.001    0.001    0.001 linearlogic.py:9(<module>)
        1    0.001    0.001    0.002    0.002 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:11(BaseLoader)
        1    0.004    0.004    0.097    0.097 loader.py:2(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:21(SafeLoader)
        1    0.000    0.000    0.000    0.000 loader.py:31(Loader)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 logic.py:1029(LambdaExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1056(QuantifiedExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1080(ExistsExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1084(AllExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1089(NegatedExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1127(BinaryExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1168(BooleanExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1181(AndExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1192(OrExpression)
        1    0.008    0.008    0.010    0.010 logic.py:12(<module>)
        1    0.000    0.000    0.000    0.000 logic.py:1203(ImpExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1208(IffExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1214(EqualityExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1232(LogicParser)
        1    0.000    0.000    0.000    0.000 logic.py:151(Type)
        1    0.000    0.000    0.000    0.000 logic.py:158(ComplexType)
        1    0.000    0.000    0.000    0.000 logic.py:1698(StringTrie)
        1    0.000    0.000    0.000    0.000 logic.py:1715(ParseException)
        1    0.000    0.000    0.000    0.000 logic.py:1720(UnexpectedTokenException)
        1    0.000    0.000    0.000    0.000 logic.py:1733(ExpectedMoreTokensException)
        1    0.000    0.000    0.000    0.000 logic.py:204(BasicType)
        1    0.000    0.000    0.000    0.000 logic.py:217(EntityType)
        1    0.000    0.000    0.000    0.000 logic.py:224(TruthValueType)
        1    0.000    0.000    0.000    0.000 logic.py:231(EventType)
        1    0.000    0.000    0.000    0.000 logic.py:238(AnyType)
        1    0.000    0.000    0.000    0.000 logic.py:239(__init__)
        1    0.000    0.000    0.002    0.002 logic.py:24(Tokens)
        1    0.000    0.000    0.000    0.000 logic.py:298(TypeException)
        1    0.000    0.000    0.000    0.000 logic.py:302(InconsistentTypeHierarchyException)
        1    0.000    0.000    0.000    0.000 logic.py:312(TypeResolutionException)
        1    0.000    0.000    0.000    0.000 logic.py:318(IllegalTypeException)
        1    0.000    0.000    0.000    0.000 logic.py:342(SubstituteBindingsI)
        1    0.000    0.000    0.000    0.000 logic.py:363(Expression)
        1    0.000    0.000    0.000    0.000 logic.py:603(ApplicationExpression)
        1    0.000    0.000    0.000    0.000 logic.py:790(AbstractVariableExpression)
        1    0.000    0.000    0.000    0.000 logic.py:82(Variable)
        1    0.000    0.000    0.000    0.000 logic.py:849(IndividualVariableExpression)
        1    0.000    0.000    0.000    0.000 logic.py:875(FunctionVariableExpression)
        1    0.000    0.000    0.000    0.000 logic.py:888(EventVariableExpression)
        1    0.000    0.000    0.000    0.000 logic.py:893(ConstantExpression)
        1    0.000    0.000    0.000    0.000 logic.py:947(VariableBinderExpression)
        1    0.001    0.001    0.002    0.002 mace.py:11(<module>)
        1    0.000    0.000    0.000    0.000 mace.py:185(Mace)
        1    0.000    0.000    0.000    0.000 mace.py:23(MaceCommand)
